10,29,1280
11,0,0
11,1,0
11,2,24
11,3,0
11,4,0
11,5,34
11,6,0
11,7,88
11,8,216
11,9,0
11,10,0
11,12,0
11,13,44
11,14,116
11,15,0
11,16,216
11,17,0
11,18,34
11,19,96
11,20,0
11,21,44
11,22,184
11,23,98
11,24,258
11,25,372
11,26,108
11,27,272
11,28,588
11,29,960
12,0,2
12,1,12
12,2,36
12,3,36
12,4,24
12,5,64
12,6,64
12,7,130
12,8,252
12,9,80
12,10,50
12,11,112
12,13,94
12,14,184
12,15,180
12,16,308
12,17,36
12,18,78
12,19,144
12,20,60
12,21,142
12,22,262
12,23,164
12,24,314
12,25,450
12,26,258
12,27,416
12,28,684
12,29,1040
13,0,0
13,1,0
13,2,24
13,3,0
13,4,0
13,5,32
13,6,0
13,7,84
13,8,216
13,9,0
13,10,0
13,11,40
13,12,0
13,14,104
13,15,0
13,16,192
13,17,0
13,18,32
13,19,80
13,20,0
13,21,42
13,22,170
13,23,96
13,24,252
13,25,356
13,26,108
13,27,264
13,28,576
13,29,960
14,0,0
14,1,0
14,2,12
14,3,0
14,4,0
14,5,14
14,6,0
14,7,44
14,8,144
14,9,0
14,10,0
14,11,16
14,12,0
14,13,16
14,15,0
14,16,108
14,17,0
14,18,14
14,19,32
14,20,0
14,21,16
14,22,84
14,23,46
14,24,156
14,25,220
14,26,48
14,27,136
14,28,384
14,29,720
15,0,2
15,1,12
15,2,30
15,3,36
15,4,22
15,5,54
15,6,64
15,7,110
15,8,204
15,9,80
15,10,46
15,11,98
15,12,88
15,13,78
15,14,154
15,16,266
15,17,32
15,18,64
15,19,116
15,20,50
15,21,120
15,22,210
15,23,134
15,24,248
15,25,360
15,26,226
15,27,352
15,28,558
15,29,860
16,0,0
16,1,0
16,2,6
16,3,0
16,4,0
16,5,6
16,6,0
16,7,24
16,8,96
16,9,0
16,10,0
16,11,6
16,12,0
16,13,6
16,14,24
16,15,0
16,17,0
16,18,6
16,19,12
16,20,0
16,21,6
16,22,42
16,23,24
16,24,96
16,25,138
16,26,24
16,27,72
16,28,258
16,29,540
17,0,2
17,1,12
17,2,48
17,3,36
17,4,26
17,5,84
17,6,64
17,7,170
17,8,324
17,9,80
17,10,54
17,11,140
17,12,100
17,13,126
17,14,242
17,15,180
17,16,392
17,18,106
17,19,208
17,20,80
17,21,184
17,22,360
17,23,222
17,24,416
17,25,594
17,26,326
17,27,544
17,28,876
17,29,1280
18,0,0
18,1,0
18,2,24
18,3,0
18,4,0
18,5,30
18,6,0
18,7,80
18,8,216
18,9,0
18,10,0
18,11,36
18,12,0
18,13,36
18,14,92
18,15,0
18,16,168
18,17,0
18,19,80
18,20,0
18,21,40
18,22,160
18,23,90
18,24,240
18,25,340
18,26,104
18,27,256
18,28,564
18,29,960
19,0,0
19,1,0
19,2,12
19,3,0
19,4,0
19,5,12
19,6,0
19,7,40
19,8,144
19,9,0
19,10,0
19,11,12
19,12,0
19,13,12
19,14,40
19,15,0
19,16,84
19,17,0
19,18,12
19,20,0
19,21,12
19,22,76
19,23,40
19,24,144
19,25,204
19,26,40
19,27,128
19,28,372
19,29,720
20,0,0
20,1,0
20,2,30
20,3,0
20,4,0
20,5,40
20,6,0
20,7,100
20,8,240
20,9,0
20,10,0
20,11,50
20,12,0
20,13,50
20,14,120
20,15,0
20,16,210
20,17,0
20,18,40
20,19,100
20,21,60
20,22,200
20,23,110
20,24,270
20,25,390
20,26,140
20,27,320
20,28,630
20,29,1020
21,0,0
21,1,0
21,2,18
21,3,0
21,4,0
21,5,22
21,6,0
21,7,60
21,8,168
21,9,0
21,10,0
21,11,26
21,12,0
21,13,26
21,14,68
21,15,0
21,16,126
21,17,0
21,18,22
21,19,52
21,20,0
21,22,114
21,23,64
21,24,180
21,25,254
21,26,76
21,27,192
21,28,438
21,29,780
22,0,0
22,1,0
22,2,6
22,3,0
22,4,0
22,5,6
22,6,0
22,7,20
22,8,96
22,9,0
22,10,0
22,11,6
22,12,0
22,13,6
22,14,20
22,15,0
22,16,42
22,17,0
22,18,6
22,19,12
22,20,0
22,21,6
22,23,20
22,24,96
22,25,126
22,26,20
22,27,64
22,28,246
22,29,540
23,0,0
23,1,0
23,2,12
23,3,0
23,4,0
23,5,14
23,6,0
23,7,40
23,8,144
23,9,0
23,10,0
23,11,16
23,12,0
23,13,16
23,14,44
23,15,0
23,16,84
23,17,0
23,18,14
23,19,32
23,20,0
23,21,16
23,22,76
23,24,156
23,25,208
23,26,48
23,27,128
23,28,372
23,29,720
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,72
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,25,84
24,26,0
24,27,0
24,28,180
24,29,480
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,48
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,48
25,26,0
25,27,0
25,28,120
25,29,360
26,0,0
26,1,0
26,2,12
26,3,0
26,4,0
26,5,14
26,6,0
26,7,40
26,8,120
26,9,0
26,10,0
26,11,16
26,12,0
26,13,16
26,14,44
26,15,0
26,16,84
26,17,0
26,18,14
26,19,32
26,20,0
26,21,16
26,22,72
26,23,42
26,24,126
26,25,172
26,27,128
26,28,312
26,29,600
27,0,0
27,1,0
27,2,6
27,3,0
27,4,0
27,5,6
27,6,0
27,7,20
27,8,72
27,9,0
27,10,0
27,11,6
27,12,0
27,13,6
27,14,20
27,15,0
27,16,42
27,17,0
27,18,6
27,19,12
27,20,0
27,21,6
27,22,34
27,23,20
27,24,72
27,25,94
27,26,20
27,28,186
27,29,420
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,24
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,0
28,20,0
28,21,0
28,22,0
28,23,0
28,24,24
28,25,24
28,26,0
28,27,0
28,29,240
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,0
29,7,0
29,8,0
29,9,0
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
29,24,0
29,25,0
29,26,0
29,27,0
29,28,0
